id,id,fdc_id,seq_num,amount,measure_unit_id,portion_description,modifier,gram_weight
36611,279280,2343683,2.0,,9999,1 small single serving bag,64578,28.0
36612,279281,2343683,3.0,,9999,1 medium single serving bag,64579,57.0
36613,279282,2343683,4.0,,9999,1 large single serving bag,64541,85.0
36614,279283,2343683,5.0,,9999,1 100 calorie package,64138,20.0
36615,279284,2343683,6.0,,9999,1 cup,10205,35.0
36616,279285,2343683,7.0,,9999,Quantity not specified,90000,35.0
36617,279286,2343684,1.0,,9999,1 piece,61667,2.0
36618,279287,2343684,2.0,,9999,1 small single serving bag,64578,28.0
36619,279288,2343684,3.0,,9999,1 medium single serving bag,64579,57.0
36620,279289,2343684,4.0,,9999,1 large single serving bag,64541,85.0
36621,279290,2343684,5.0,,9999,1 100 calorie package,64138,20.0
36622,279291,2343684,6.0,,9999,1 cup,10205,35.0
36623,279292,2343684,7.0,,9999,Quantity not specified,90000,35.0
36624,279293,2343685,1.0,,9999,1 chip,60570,3.0
36625,279294,2343685,2.0,,9999,1 small single serving bag,64578,28.0
36626,279295,2343685,3.0,,9999,1 medium single serving bag,64579,57.0
36627,279296,2343685,4.0,,9999,1 large single serving bag,64541,85.0
36628,279297,2343685,5.0,,9999,1 100 calorie package,64138,20.0
36629,279298,2343685,6.0,,9999,1 cup,10205,30.0
36630,279299,2343685,7.0,,9999,Quantity not specified,90000,30.0
36631,279300,2343686,1.0,,9999,1 piece,61667,2.0
36632,279301,2343686,2.0,,9999,1 puff,61789,3.0
36633,279302,2343686,3.0,,9999,1 small single serving bag,64578,28.0
36634,279303,2343686,4.0,,9999,1 medium single serving bag,64579,57.0
36635,279304,2343686,5.0,,9999,1 large single serving bag,64541,85.0
36636,279305,2343686,6.0,,9999,1 100 calorie package,64138,20.0
36637,279306,2343686,7.0,,9999,1 cup,10205,35.0
36638,279307,2343686,8.0,,9999,Quantity not specified,90000,35.0
36639,279308,2343687,1.0,,9999,1 chip,60570,3.0
36640,279309,2343687,2.0,,9999,1 small single serving bag,64578,28.0
36641,279310,2343687,3.0,,9999,1 medium single serving bag,64579,57.0
36642,279311,2343687,4.0,,9999,1 large single serving bag,64541,85.0
36643,279312,2343687,5.0,,9999,1 100 calorie package,64138,20.0
36644,279313,2343687,6.0,,9999,1 cup,10205,30.0
36645,279314,2343687,7.0,,9999,Quantity not specified,90000,30.0
36646,279315,2343688,1.0,,9999,1 chip,60570,1.0
36647,279316,2343688,2.0,,9999,1 small single serving bag,64578,28.0
36648,279317,2343688,3.0,,9999,1 medium single serving bag,64579,57.0
36649,279318,2343688,4.0,,9999,1 large single serving bag,64541,85.0
36650,279319,2343688,5.0,,9999,1 100 calorie package,64138,20.0
36651,279320,2343688,6.0,,9999,1 cup,10205,45.0
36652,279321,2343688,12.0,,9999,Quantity not specified,90000,45.0
36653,279322,2343689,1.0,,9999,1 chip,60570,3.0
36654,279323,2343689,2.0,,9999,1 small single serving bag,64578,28.0
36655,279324,2343689,3.0,,9999,1 medium single serving bag,64579,57.0
36656,279325,2343689,4.0,,9999,1 large single serving bag,64541,85.0
36657,279326,2343689,5.0,,9999,1 100 calorie package,64138,20.0
36658,279327,2343689,6.0,,9999,1 cup,10205,30.0
36659,279328,2343689,7.0,,9999,Quantity not specified,90000,30.0
36660,279329,2343690,1.0,,9999,1 chip,60570,3.0
36661,279330,2343690,2.0,,9999,1 small single serving bag,64578,28.0
36662,279331,2343690,3.0,,9999,1 medium single serving bag,64579,57.0
36663,279332,2343690,4.0,,9999,1 large single serving bag,64541,85.0
36664,279333,2343690,5.0,,9999,1 100 calorie package,64138,20.0
36665,279334,2343690,6.0,,9999,1 cup,10205,30.0
36666,279335,2343690,7.0,,9999,Quantity not specified,90000,30.0
36667,279336,2343691,1.0,,9999,1 chip,60570,3.0
36668,279337,2343691,2.0,,9999,1 small single serving bag,64578,28.0
36669,279338,2343691,3.0,,9999,1 medium single serving bag,64579,57.0
36670,279339,2343691,4.0,,9999,1 large single serving bag,64541,85.0
36671,279340,2343691,5.0,,9999,1 100 calorie package,64138,20.0
36672,279341,2343691,6.0,,9999,1 cup,10205,30.0
36673,279342,2343691,7.0,,9999,Quantity not specified,90000,30.0
36674,279343,2343692,1.0,,9999,1 chip,60570,2.0
36675,279344,2343692,2.0,,9999,1 small single serving bag,64578,28.0
36676,279345,2343692,3.0,,9999,1 medium single serving bag,64579,57.0
36677,279346,2343692,4.0,,9999,1 large single serving bag,64541,85.0
36678,279347,2343692,5.0,,9999,1 cup,10205,30.0
36679,279348,2343692,6.0,,9999,Quantity not specified,90000,30.0
36680,279349,2343693,1.0,,9999,1 chip,60570,2.0
36681,279350,2343693,2.0,,9999,1 small single serving bag,64578,28.0
36682,279351,2343693,3.0,,9999,1 medium single serving bag,64579,57.0
36683,279352,2343693,4.0,,9999,1 large single serving bag,64541,85.0
36684,279353,2343693,5.0,,9999,1 cup,10205,30.0
36685,279354,2343693,6.0,,9999,Quantity not specified,90000,30.0
36686,279355,2343694,1.0,,9999,1 chip,60570,2.0
36687,279356,2343694,2.0,,9999,1 small single serving bag,64578,28.0
36688,279357,2343694,3.0,,9999,1 medium single serving bag,64579,57.0
36689,279358,2343694,4.0,,9999,1 large single serving bag,64541,85.0
36690,279359,2343694,5.0,,9999,1 cup,10205,30.0
36691,279360,2343694,9.0,,9999,Quantity not specified,90000,30.0
36692,279361,2343695,1.0,,9999,1 chip,60570,2.0
36693,279362,2343695,2.0,,9999,1 small single serving bag,64578,28.0
36694,279363,2343695,3.0,,9999,1 medium single serving bag,64579,57.0
36695,279364,2343695,4.0,,9999,1 large single serving bag,64541,85.0
36696,279365,2343695,5.0,,9999,1 cup,10205,30.0
36697,279366,2343695,11.0,,9999,Quantity not specified,90000,30.0
36698,279367,2343696,1.0,,9999,1 cup,10205,60.0
36699,279368,2343696,2.0,,9999,1 small single serving bag,64578,28.0
36700,279369,2343696,3.0,,9999,1 medium single serving bag,64579,57.0
36701,279370,2343696,4.0,,9999,1 large single serving bag,64541,85.0
36702,279371,2343696,5.0,,9999,1 100 calorie package,64138,20.0
36703,279372,2343696,8.0,,9999,Quantity not specified,90000,60.0
36704,279373,2343697,1.0,,9999,1 chip,60570,2.0
36705,279374,2343697,2.0,,9999,1 1-inch stack,60006,28.0
36706,279375,2343697,3.0,,9999,1 snack size tub/can,64611,20.0
36707,279376,2343697,4.0,,9999,1 small can,63981,60.0
36708,279377,2343697,5.0,,9999,1 regular can,64610,185.0
36709,279378,2343697,6.0,,9999,1 100 calorie package,64138,30.0
36710,279379,2343697,7.0,,9999,1 cup,10205,25.0
36711,279380,2343697,10.0,,9999,Quantity not specified,90000,28.0
36712,279381,2343698,1.0,,9999,1 chip,60570,3.0
36713,279382,2343698,2.0,,9999,1 small single serving bag,64578,28.0
36714,279383,2343698,3.0,,9999,1 medium single serving bag,64579,57.0
36715,279384,2343698,4.0,,9999,1 large single serving bag,64541,85.0
36716,279385,2343698,5.0,,9999,1 100 calorie package,64138,20.0
36717,279386,2343698,6.0,,9999,1 cup,10205,60.0
36718,279387,2343698,7.0,,9999,Quantity not specified,90000,60.0
36719,279388,2343699,1.0,,9999,1 regular microwave bag,64581,85.0
36720,279389,2343699,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36721,279390,2343699,3.0,,9999,1 small single serving bag,64578,28.0
36722,279391,2343699,4.0,,9999,1 medium single serving bag,64579,57.0
36723,279392,2343699,5.0,,9999,1 large single serving bag,64541,85.0
36724,279393,2343699,6.0,,9999,"1 single serving bag, NFS",64583,57.0
36725,279394,2343699,7.0,,9999,1 100 calorie package,64138,30.0
36726,279395,2343699,8.0,,9999,"1 cup, popped",10134,14.0
36727,279396,2343699,9.0,,9999,"1 cup, unpopped, yields",10189,193.0
36728,279397,2343699,10.0,,9999,1 kernel,64031,0.2
36729,279398,2343699,11.0,,9999,Quantity not specified,90000,35.0
36730,279399,2343700,1.0,,9999,1 kids size order,64584,84.0
36731,279400,2343700,2.0,,9999,1 small order,64020,112.0
36732,279401,2343700,3.0,,9999,1 medium order,64021,182.0
36733,279402,2343700,4.0,,9999,1 large order,64022,238.0
36734,279403,2343700,5.0,,9999,1 extra large order,64585,280.0
36735,279404,2343700,6.0,,9999,"1 order, NS as to size",64586,182.0
36736,279405,2343700,7.0,,9999,1 cup,10205,14.0
36737,279406,2343700,8.0,,9999,1 kernel,64031,0.2
36738,279407,2343700,9.0,,9999,Quantity not specified,90000,35.0
36739,279408,2343701,1.0,,9999,1 kids size order,64584,66.0
36740,279409,2343701,2.0,,9999,1 small order,64020,88.0
36741,279410,2343701,3.0,,9999,1 medium order,64021,143.0
36742,279411,2343701,4.0,,9999,1 large order,64022,187.0
36743,279412,2343701,5.0,,9999,1 extra large order,64585,220.0
36744,279413,2343701,6.0,,9999,"1 order, NS as to size",64586,143.0
36745,279414,2343701,7.0,,9999,1 cup,10205,11.0
36746,279415,2343701,8.0,,9999,1 kernel,64031,0.2
36747,279416,2343701,9.0,,9999,Quantity not specified,90000,28.0
36748,279417,2343702,1.0,,9999,"1 cup, popped",10134,8.0
36749,279418,2343702,2.0,,9999,"1 cup, unpopped, yields",10189,135.0
36750,279419,2343702,3.0,,9999,"1 oz, unpopped, yields",40066,19.0
36751,279420,2343702,4.0,,9999,1 kernel,64031,0.2
36752,279421,2343702,5.0,,9999,Quantity not specified,90000,20.0
36753,279422,2343703,1.0,,9999,"1 cup, popped",10134,11.0
36754,279423,2343703,2.0,,9999,"1 cup, unpopped, yields",10189,211.0
36755,279424,2343703,3.0,,9999,"1 oz, unpopped, yields",40066,25.0
36756,279425,2343703,4.0,,9999,1 kernel,64031,0.2
36757,279426,2343703,5.0,,9999,Quantity not specified,90000,28.0
36758,279427,2343704,1.0,,9999,"1 cup, popped",10134,11.0
36759,279428,2343704,2.0,,9999,"1 cup, unpopped, yields",10189,177.0
36760,279429,2343704,3.0,,9999,"1 oz, unpopped, yields",40066,25.0
36761,279430,2343704,4.0,,9999,1 kernel,64031,0.2
36762,279431,2343704,5.0,,9999,Quantity not specified,90000,28.0
36763,279432,2343705,1.0,,9999,"1 cup, popped",10134,14.0
36764,279433,2343705,2.0,,9999,"1 cup, unpopped, yields",10189,193.0
36765,279434,2343705,3.0,,9999,"1 oz, unpopped, yields",40066,25.0
36766,279435,2343705,4.0,,9999,1 kernel,64031,0.2
36767,279436,2343705,5.0,,9999,Quantity not specified,90000,35.0
36768,279437,2343706,1.0,,9999,1 regular microwave bag,64581,85.0
36769,279438,2343706,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36770,279439,2343706,3.0,,9999,1 100 calorie package,64138,30.0
36771,279440,2343706,4.0,,9999,"1 cup, popped",10134,14.0
36772,279441,2343706,5.0,,9999,1 kernel,64031,0.2
36773,279442,2343706,6.0,,9999,Quantity not specified,90000,35.0
36774,279443,2343707,1.0,,9999,1 regular microwave bag,64581,85.0
36775,279444,2343707,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36776,279445,2343707,3.0,,9999,1 100 calorie package,64138,30.0
36777,279446,2343707,4.0,,9999,"1 cup, popped",10134,11.0
36778,279447,2343707,5.0,,9999,1 kernel,64031,0.2
36779,279448,2343707,6.0,,9999,Quantity not specified,90000,28.0
36780,279449,2343708,1.0,,9999,1 regular microwave bag,64581,85.0
36781,279450,2343708,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36782,279451,2343708,3.0,,9999,1 100 calorie package,64138,30.0
36783,279452,2343708,4.0,,9999,"1 cup, popped",10134,8.0
36784,279453,2343708,5.0,,9999,1 kernel,64031,0.2
36785,279454,2343708,6.0,,9999,Quantity not specified,90000,28.0
36786,279455,2343709,1.0,,9999,1 regular microwave bag,64581,85.0
36787,279456,2343709,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36788,279457,2343709,3.0,,9999,1 100 calorie package,64138,30.0
36789,279458,2343709,4.0,,9999,"1 cup, popped",10134,11.0
36790,279459,2343709,5.0,,9999,1 kernel,64031,0.2
36791,279460,2343709,6.0,,9999,Quantity not specified,90000,28.0
36792,279461,2343710,1.0,,9999,1 regular microwave bag,64581,85.0
36793,279462,2343710,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36794,279463,2343710,3.0,,9999,1 100 calorie package,64138,30.0
36795,279464,2343710,4.0,,9999,"1 cup, popped",10134,14.0
36796,279465,2343710,5.0,,9999,1 kernel,64031,0.2
36797,279466,2343710,6.0,,9999,Quantity not specified,90000,35.0
36798,279467,2343711,1.0,,9999,1 regular microwave bag,64581,85.0
36799,279468,2343711,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36800,279469,2343711,3.0,,9999,1 100 calorie package,64138,30.0
36801,279470,2343711,4.0,,9999,"1 cup, popped",10134,8.0
36802,279471,2343711,5.0,,9999,1 kernel,64031,0.2
36803,279472,2343711,6.0,,9999,Quantity not specified,90000,28.0
36804,279473,2343712,1.0,,9999,1 regular microwave bag,64581,85.0
36805,279474,2343712,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36806,279475,2343712,3.0,,9999,1 100 calorie package,64138,30.0
36807,279476,2343712,4.0,,9999,"1 cup, popped",10134,14.0
36808,279477,2343712,5.0,,9999,1 kernel,64031,0.2
36809,279478,2343712,6.0,,9999,Quantity not specified,90000,35.0
36810,279479,2343713,1.0,,9999,1 regular microwave bag,64581,85.0
36811,279480,2343713,2.0,,9999,1 snack/mini microwave bag,64582,43.0
36812,279481,2343713,3.0,,9999,1 100 calorie package,64138,30.0
36813,279482,2343713,4.0,,9999,"1 cup, popped",10134,14.0
36814,279483,2343713,5.0,,9999,1 kernel,64031,0.2
36815,279484,2343713,6.0,,9999,Quantity not specified,90000,35.0
36816,279485,2343714,1.0,,9999,1 cup,10205,14.0
36817,279486,2343714,2.0,,9999,1 small single serving bag,64578,28.0
36818,279487,2343714,3.0,,9999,1 medium single serving bag,64579,57.0
36819,279488,2343714,4.0,,9999,1 large single serving bag,64541,85.0
36820,279489,2343714,5.0,,9999,"1 single serving bag, NFS",64583,57.0
36821,279490,2343714,6.0,,9999,1 kernel,64031,0.2
36822,279491,2343714,7.0,,9999,Quantity not specified,90000,35.0
36823,279492,2343715,1.0,,9999,1 cup,10205,11.0
36824,279493,2343715,2.0,,9999,1 small single serving bag,64578,28.0
36825,279494,2343715,3.0,,9999,1 medium single serving bag,64579,57.0
36826,279495,2343715,4.0,,9999,1 large single serving bag,64541,85.0
36827,279496,2343715,5.0,,9999,"1 single serving bag, NFS",64583,57.0
36828,279497,2343715,6.0,,9999,1 kernel,64031,0.2
36829,279498,2343715,7.0,,9999,Quantity not specified,90000,28.0
36830,279499,2343716,1.0,,9999,1 cup,10205,8.0
36831,279500,2343716,2.0,,9999,1 small single serving bag,64578,28.0
36832,279501,2343716,3.0,,9999,1 medium single serving bag,64579,57.0
36833,279502,2343716,4.0,,9999,1 large single serving bag,64541,85.0
36834,279503,2343716,5.0,,9999,"1 single serving bag, NFS",64583,57.0
36835,279504,2343716,6.0,,9999,1 kernel,64031,0.2
36836,279505,2343716,7.0,,9999,Quantity not specified,90000,28.0
36837,279506,2343717,1.0,,9999,1 cup,10205,11.0
36838,279507,2343717,2.0,,9999,1 small single serving bag,64578,28.0
36839,279508,2343717,3.0,,9999,1 medium single serving bag,64579,57.0
36840,279509,2343717,4.0,,9999,1 large single serving bag,64541,85.0
36841,279510,2343717,5.0,,9999,"1 single serving bag, NFS",64583,57.0
36842,279511,2343717,6.0,,9999,1 kernel,64031,0.2
36843,279512,2343717,7.0,,9999,Quantity not specified,90000,28.0
36844,279513,2343718,1.0,,9999,1 cup,10205,14.0
36845,279514,2343718,2.0,,9999,1 small single serving bag,64578,28.0
36846,279515,2343718,3.0,,9999,1 medium single serving bag,64579,57.0
36847,279516,2343718,4.0,,9999,1 large single serving bag,64541,85.0
36848,279517,2343718,5.0,,9999,"1 single serving bag, NFS",64583,57.0
36849,279518,2343718,6.0,,9999,1 kernel,64031,0.2
36850,279519,2343718,7.0,,9999,Quantity not specified,90000,35.0
36851,279520,2343719,1.0,,9999,1 cup,10205,14.0
36852,279521,2343719,2.0,,9999,1 small single serving bag,64578,28.0
36853,279522,2343719,3.0,,9999,1 medium single serving bag,64579,57.0
36854,279523,2343719,4.0,,9999,1 large single serving bag,64541,85.0
36855,279524,2343719,5.0,,9999,"1 single serving bag, NFS",64583,57.0
36856,279525,2343719,6.0,,9999,1 kernel,64031,0.2
36857,279526,2343719,7.0,,9999,Quantity not specified,90000,35.0
36858,279527,2343720,1.0,,9999,1 cup,10205,8.0
36859,279528,2343720,2.0,,9999,1 small single serving bag,64578,28.0
36860,279529,2343720,3.0,,9999,1 medium single serving bag,64579,57.0
36861,279530,2343720,4.0,,9999,1 large single serving bag,64541,85.0
36862,279531,2343720,5.0,,9999,"1 single serving bag, NFS",64583,57.0
36863,279532,2343720,6.0,,9999,1 kernel,64031,0.2
36864,279533,2343720,7.0,,9999,Quantity not specified,90000,28.0
36865,279534,2343721,1.0,,9999,1 cup,10205,14.0
36866,279535,2343721,2.0,,9999,1 small single serving bag,64578,28.0
36867,279536,2343721,3.0,,9999,1 medium single serving bag,64579,57.0
36868,279537,2343721,4.0,,9999,1 large single serving bag,64541,85.0
36869,279538,2343721,5.0,,9999,"1 single serving bag, NFS",64583,57.0
36870,279539,2343721,6.0,,9999,1 kernel,64031,0.2
36871,279540,2343721,7.0,,9999,Quantity not specified,90000,35.0
36872,279541,2343722,1.0,,9999,1 cup,10205,35.0
36873,279542,2343722,2.0,,9999,1 small single serving bag,64578,28.0
36874,279543,2343722,3.0,,9999,1 medium single serving bag,64579,57.0
36875,279544,2343722,4.0,,9999,1 large single serving bag,64541,85.0
36876,279545,2343722,5.0,,9999,1 popcorn ball,61774,35.0
36877,279546,2343722,6.0,,9999,1 kernel,64031,0.6
36878,279547,2343722,8.0,,9999,Quantity not specified,90000,35.0
36879,279548,2343723,1.0,,9999,1 cup,10205,42.0
36880,279549,2343723,2.0,,9999,1 small single serving bag,64578,28.0
36881,279550,2343723,3.0,,9999,1 medium single serving bag,64579,57.0
36882,279551,2343723,4.0,,9999,1 large single serving bag,64541,85.0
36883,279552,2343723,5.0,,9999,1 small Cracker Jack box,63905,28.0
36884,279553,2343723,6.0,,9999,1 kernel,64031,0.6
36885,279554,2343723,8.0,,9999,Quantity not specified,90000,42.0
36886,279555,2343724,1.0,,9999,1 cup,10205,35.0
36887,279556,2343724,2.0,,9999,1 small single serving bag,64578,28.0
36888,279557,2343724,3.0,,9999,1 medium single serving bag,64579,57.0
36889,279558,2343724,4.0,,9999,1 large single serving bag,64541,85.0
36890,279559,2343724,5.0,,9999,1 kernel,64031,0.6
36891,279560,2343724,6.0,,9999,Quantity not specified,90000,35.0
36892,279561,2343725,1.0,,9999,1 chip,60570,1.0
36893,279562,2343725,2.0,,9999,1 small single serving bag,64578,28.0
36894,279563,2343725,3.0,,9999,1 medium single serving bag,64579,57.0
36895,279564,2343725,4.0,,9999,1 large single serving bag,64541,85.0
36896,279565,2343725,5.0,,9999,1 cup,10205,30.0
36897,279566,2343725,6.0,,9999,Quantity not specified,90000,30.0
36898,279567,2343726,1.0,,9999,1 chip,60570,1.0
36899,279568,2343726,2.0,,9999,1 small single serving bag,64578,28.0
36900,279569,2343726,3.0,,9999,1 medium single serving bag,64579,57.0
36901,279570,2343726,4.0,,9999,1 large single serving bag,64541,85.0
36902,279571,2343726,5.0,,9999,1 cup,10205,30.0
36903,279572,2343726,6.0,,9999,Quantity not specified,90000,30.0
36904,279573,2343727,1.0,,9999,1 chip,60570,1.0
36905,279574,2343727,2.0,,9999,1 cup,10205,30.0
36906,279575,2343727,3.0,,9999,1 small single serving bag,64578,28.0
36907,279576,2343727,4.0,,9999,1 medium single serving bag,64579,57.0
36908,279577,2343727,5.0,,9999,1 large single serving bag,64541,85.0
36909,279578,2343727,6.0,,9999,Quantity not specified,90000,30.0
36910,279579,2343728,1.0,,9999,1 piece,61667,2.0
36911,279580,2343728,2.0,,9999,1 small single serving bag,64578,28.0
36912,279581,2343728,3.0,,9999,1 medium single serving bag,64579,57.0
36913,279582,2343728,4.0,,9999,1 large single serving bag,64541,85.0
36914,279583,2343728,5.0,,9999,1 cup,10205,15.0
36915,279584,2343728,10.0,,9999,Quantity not specified,90000,15.0
36916,279585,2343729,1.0,,9999,1 chip,60570,6.0
36917,279586,2343729,2.0,,9999,1 cup,10205,40.0
36918,279587,2343729,6.0,,9999,Quantity not specified,90000,40.0
36919,279588,2343730,1.0,,9999,"1 pretzel, NS as to size",64577,3.0
36920,279589,2343730,2.0,,9999,1 small single serving bag,64578,28.0
36921,279590,2343730,3.0,,9999,1 medium single serving bag,64579,57.0
36922,279591,2343730,4.0,,9999,1 large single serving bag,64541,85.0
36923,279592,2343730,5.0,,9999,1 100 calorie package,64138,25.0
36924,279593,2343730,6.0,,9999,1 cup,10205,40.0
36925,279594,2343730,8.0,,9999,Quantity not specified,90000,28.0
36926,279595,2343731,1.0,,9999,1 miniature/bite size,64233,1.5
36927,279596,2343731,2.0,,9999,1-3 ring thin pretzel,64574,3.0
36928,279597,2343731,3.0,,9999,1-3 ring thick pretzel,64575,17.0
36929,279598,2343731,4.0,,9999,1 pretzel stick,64316,1.0
36930,279599,2343731,5.0,,9999,1 rod,64576,10.0
36931,279600,2343731,6.0,,9999,"1 pretzel, NS as to size",64577,3.0
36932,279601,2343731,7.0,,9999,1 small single serving bag,64578,28.0
36933,279602,2343731,8.0,,9999,1 medium single serving bag,64579,57.0
36934,279603,2343731,9.0,,9999,1 large single serving bag,64541,85.0
36935,279604,2343731,10.0,,9999,1 100 calorie package,64138,25.0
36936,279605,2343731,11.0,,9999,1 cup,10205,40.0
36937,279606,2343731,12.0,,9999,Quantity not specified,90000,28.0
36938,279607,2343732,1.0,,9999,1 miniature/bite size,64233,1.5
36939,279608,2343732,2.0,,9999,1-3 ring thin pretzel,64574,3.0
36940,279609,2343732,3.0,,9999,1-3 ring thick pretzel,64575,17.0
36941,279610,2343732,4.0,,9999,1 pretzel stick,64316,1.0
36942,279611,2343732,5.0,,9999,1 rod,64576,10.0
36943,279612,2343732,6.0,,9999,"1 pretzel, NS as to size",64577,3.0
36944,279613,2343732,7.0,,9999,1 small single serving bag,64578,28.0
36945,279614,2343732,8.0,,9999,1 medium single serving bag,64579,57.0
36946,279615,2343732,9.0,,9999,1 large single serving bag,64541,85.0
36947,279616,2343732,10.0,,9999,1 100 calorie package,64138,25.0
36948,279617,2343732,11.0,,9999,1 cup,10205,40.0
36949,279618,2343732,12.0,,9999,Quantity not specified,90000,28.0
36950,279619,2343733,1.0,,9999,1 miniature/bite size,64233,1.5
36951,279620,2343733,2.0,,9999,1-3 ring thin pretzel,64574,3.0
36952,279621,2343733,3.0,,9999,1-3 ring thick pretzel,64575,17.0
36953,279622,2343733,4.0,,9999,1 pretzel stick,64316,1.0
36954,279623,2343733,5.0,,9999,1 rod,64576,10.0
36955,279624,2343733,6.0,,9999,"1 pretzel, NS as to size",64577,3.0
36956,279625,2343733,7.0,,9999,1 small single serving bag,64578,28.0
36957,279626,2343733,8.0,,9999,1 medium single serving bag,64579,57.0
36958,279627,2343733,9.0,,9999,1 large single serving bag,64541,85.0
36959,279628,2343733,10.0,,9999,1 100 calorie package,64138,25.0
36960,279629,2343733,11.0,,9999,1 cup,10205,40.0
36961,279630,2343733,12.0,,9999,Quantity not specified,90000,28.0
36962,279631,2343734,1.0,,9999,1 miniature/bite size,64233,1.5
36963,279632,2343734,2.0,,9999,1-3 ring thin pretzel,64574,3.0
36964,279633,2343734,3.0,,9999,1-3 ring thick pretzel,64575,17.0
36965,279634,2343734,4.0,,9999,1 pretzel stick,64316,1.0
36966,279635,2343734,5.0,,9999,1 rod,64576,10.0
36967,279636,2343734,6.0,,9999,"1 pretzel, NS as to size",64577,3.0
36968,279637,2343734,7.0,,9999,1 small single serving bag,64578,28.0
36969,279638,2343734,8.0,,9999,1 medium single serving bag,64579,57.0
36970,279639,2343734,9.0,,9999,1 large single serving bag,64541,85.0
36971,279640,2343734,10.0,,9999,1 100 calorie package,64138,25.0
36972,279641,2343734,11.0,,9999,1 cup,10205,40.0
36973,279642,2343734,26.0,,9999,Quantity not specified,90000,28.0
36974,279643,2343735,1.0,,9999,1 miniature/bite size,64233,1.5
36975,279644,2343735,2.0,,9999,1-3 ring thin pretzel,64574,3.0
36976,279645,2343735,3.0,,9999,1-3 ring thick pretzel,64575,17.0
36977,279646,2343735,4.0,,9999,1 pretzel stick,64316,1.0
36978,279647,2343735,5.0,,9999,1 rod,64576,10.0
36979,279648,2343735,6.0,,9999,"1 pretzel, NS as to size",64577,3.0
36980,279649,2343735,7.0,,9999,1 small single serving bag,64578,28.0
36981,279650,2343735,8.0,,9999,1 medium single serving bag,64579,57.0
36982,279651,2343735,9.0,,9999,1 large single serving bag,64541,85.0
36983,279652,2343735,10.0,,9999,1 100 calorie package,64138,25.0
36984,279653,2343735,11.0,,9999,1 cup,10205,40.0
36985,279654,2343735,12.0,,9999,Quantity not specified,90000,28.0
36986,279655,2343736,1.0,,9999,1 miniature/bite size,64233,1.5
36987,279656,2343736,2.0,,9999,1 pretzel stick,64316,4.0
36988,279657,2343736,3.0,,9999,1 rod,64576,10.0
36989,279658,2343736,4.0,,9999,"1 pretzel, NS as to size",64577,3.0
36990,279659,2343736,5.0,,9999,1 small single serving bag,64578,28.0
36991,279660,2343736,6.0,,9999,1 medium single serving bag,64579,57.0
36992,279661,2343736,7.0,,9999,1 large single serving bag,64541,85.0
36993,279662,2343736,8.0,,9999,1 100 calorie package,64138,25.0
36994,279663,2343736,9.0,,9999,1 cup,10205,40.0
36995,279664,2343736,11.0,,9999,Quantity not specified,90000,28.0
36996,279665,2343737,1.0,,9999,1 pretzel stick,64316,1.0
36997,279666,2343737,2.0,,9999,"1 pretzel, NS as to size",64577,1.3
36998,279667,2343737,3.0,,9999,1 small single serving bag,64578,28.0
36999,279668,2343737,4.0,,9999,1 medium single serving bag,64579,57.0
37000,279669,2343737,5.0,,9999,1 large single serving bag,64541,85.0
37001,279670,2343737,6.0,,9999,1 100 calorie package,64138,25.0
37002,279671,2343737,7.0,,9999,1 cup,10205,40.0
37003,279672,2343737,8.0,,9999,Quantity not specified,90000,28.0
37004,279673,2343738,1.0,,9999,1 pretzel stick,64316,1.0
37005,279674,2343738,2.0,,9999,"1 pretzel, NS as to size",64577,1.3
37006,279675,2343738,3.0,,9999,1 small single serving bag,64578,28.0
37007,279676,2343738,4.0,,9999,1 medium single serving bag,64579,57.0
37008,279677,2343738,5.0,,9999,1 large single serving bag,64541,85.0
37009,279678,2343738,6.0,,9999,1 100 calorie package,64138,25.0
37010,279679,2343738,7.0,,9999,1 cup,10205,40.0
37011,279680,2343738,8.0,,9999,Quantity not specified,90000,28.0
37012,279681,2343739,1.0,,9999,1 pretzel chip/crisp/thin,64588,2.7
37013,279682,2343739,2.0,,9999,1 small single serving bag,64578,28.0
37014,279683,2343739,3.0,,9999,1 medium single serving bag,64579,57.0
37015,279684,2343739,4.0,,9999,1 large single serving bag,64541,85.0
37016,279685,2343739,5.0,,9999,1 100 calorie package,64138,25.0
37017,279686,2343739,6.0,,9999,1 cup,10205,40.0
37018,279687,2343739,7.0,,9999,Quantity not specified,90000,28.0
37019,279688,2343740,1.0,,9999,1 pretzel chip/crisp/thin,64588,2.7
37020,279689,2343740,2.0,,9999,1 small single serving bag,64578,28.0
37021,279690,2343740,3.0,,9999,1 medium single serving bag,64579,57.0
37022,279691,2343740,4.0,,9999,1 large single serving bag,64541,85.0
37023,279692,2343740,5.0,,9999,1 100 calorie package,64138,25.0
37024,279693,2343740,6.0,,9999,1 cup,10205,40.0
37025,279694,2343740,7.0,,9999,Quantity not specified,90000,28.0
