id,id,fdc_id,seq_num,amount,measure_unit_id,portion_description,modifier,gram_weight
26915,269584,2341245,3.0,,9999,1 regular,62862,300.0
26916,269585,2341245,4.0,,9999,1 thick,64744,450.0
26917,269586,2341245,5.0,,9999,1 oz yields,40016,20.0
26918,269587,2341245,6.0,,9999,1 cubic inch,51000,17.0
26919,269588,2341245,7.0,,9999,1 cup,10205,135.0
26920,269589,2341245,8.0,,9999,Quantity not specified,90000,300.0
26921,269590,2341246,1.0,,9999,"1 piece/slice, any size",64747,30.0
26922,269591,2341246,2.0,,9999,1 thin,62307,120.0
26923,269592,2341246,3.0,,9999,1 regular,62862,160.0
26924,269593,2341246,4.0,,9999,1 thick,64744,240.0
26925,269594,2341246,5.0,,9999,1 oz yields,40016,20.0
26926,269595,2341246,6.0,,9999,1 cubic inch,51000,17.0
26927,269596,2341246,7.0,,9999,1 cup,10205,135.0
26928,269597,2341246,8.0,,9999,Quantity not specified,90000,160.0
26929,269598,2341247,1.0,,9999,"1 piece/slice, any size",64747,30.0
26930,269599,2341247,2.0,,9999,1 thin,62307,120.0
26931,269600,2341247,3.0,,9999,1 regular,62862,160.0
26932,269601,2341247,4.0,,9999,1 thick,64744,240.0
26933,269602,2341247,5.0,,9999,1 oz yields,40016,20.0
26934,269603,2341247,6.0,,9999,1 cubic inch,51000,17.0
26935,269604,2341247,7.0,,9999,1 cup,10205,135.0
26936,269605,2341247,8.0,,9999,Quantity not specified,90000,160.0
26937,269606,2341248,1.0,,9999,1 tail,62280,240.0
26938,269607,2341248,2.0,,9999,1 tail bone,62282,30.0
26939,269608,2341248,3.0,,9999,1 oz yields,40016,16.0
26940,269609,2341248,4.0,,9999,1 cup,10205,135.0
26941,269610,2341248,5.0,,9999,Quantity not specified,90000,85.0
26942,269611,2341249,1.0,,9999,1 neckbone,61506,45.0
26943,269612,2341249,2.0,,9999,1 oz yields,40016,10.0
26944,269613,2341249,3.0,,9999,1 cup,10205,55.0
26945,269614,2341249,4.0,,9999,Quantity not specified,90000,85.0
26946,269615,2341250,1.0,,9999,"1 rib (yield after cooking, bone removed)",61817,70.0
26947,269616,2341250,2.0,,9999,1 oz yields,40016,15.0
26948,269617,2341250,3.0,,9999,1 cup,10205,135.0
26949,269618,2341250,4.0,,9999,Quantity not specified,90000,140.0
26950,269619,2341251,1.0,,9999,1 oz yields,40016,8.0
26951,269620,2341251,2.0,,9999,1 cubic inch,51000,17.0
26952,269621,2341251,3.0,,9999,1 cup,10205,135.0
26953,269622,2341251,4.0,,9999,Quantity not specified,90000,85.0
26954,269623,2341252,1.0,,9999,1 regular/thin slice,64759,60.0
26955,269624,2341252,2.0,,9999,1 thick slice,62297,90.0
26956,269625,2341252,3.0,,9999,1 oz yields,40016,20.0
26957,269626,2341252,4.0,,9999,1 cubic inch,51000,17.0
26958,269627,2341252,5.0,,9999,1 cup,10205,135.0
26959,269628,2341252,6.0,,9999,Quantity not specified,90000,60.0
26960,269629,2341253,1.0,,9999,1 regular/thin slice,64759,60.0
26961,269630,2341253,2.0,,9999,1 thick slice,62297,90.0
26962,269631,2341253,3.0,,9999,1 oz yields,40016,20.0
26963,269632,2341253,4.0,,9999,1 cubic inch,51000,17.0
26964,269633,2341253,5.0,,9999,1 cup,10205,135.0
26965,269634,2341253,6.0,,9999,Quantity not specified,90000,60.0
26966,269635,2341254,1.0,,9999,1 oz yields,40016,20.0
26967,269636,2341254,2.0,,9999,1 cubic inch,51000,17.0
26968,269637,2341254,3.0,,9999,1 cup,10205,135.0
26969,269638,2341254,4.0,,9999,Quantity not specified,90000,135.0
26970,269639,2341255,1.0,,9999,"1 piece/slice, any size",64747,30.0
26971,269640,2341255,2.0,,9999,1 oz yields,40016,20.0
26972,269641,2341255,3.0,,9999,1 cubic inch,51000,17.0
26973,269642,2341255,4.0,,9999,1 cup,10205,135.0
26974,269643,2341255,5.0,,9999,Quantity not specified,90000,60.0
26975,269644,2341256,1.0,,9999,1 regular/thin slice,64759,60.0
26976,269645,2341256,2.0,,9999,1 thick slice,62297,90.0
26977,269646,2341256,3.0,,9999,1 oz yields,40016,20.0
26978,269647,2341256,4.0,,9999,1 cubic inch,51000,17.0
26979,269648,2341256,5.0,,9999,1 cup,10205,135.0
26980,269649,2341256,6.0,,9999,Quantity not specified,90000,60.0
26981,269650,2341257,1.0,,9999,1 slice,61935,30.0
26982,269651,2341257,2.0,,9999,1 steak,62898,30.0
26983,269652,2341257,3.0,,9999,1 cup,10205,110.0
26984,269653,2341257,4.0,,9999,1 oz yields,40016,20.0
26985,269654,2341257,5.0,,9999,Quantity not specified,90000,60.0
26986,269655,2341258,1.0,,9999,1 cup,10205,225.0
26987,269656,2341258,2.0,,9999,Quantity not specified,90000,85.0
26988,269657,2341259,1.0,,9999,1 oz yields,40016,20.0
26989,269658,2341259,2.0,,9999,1 cubic inch,51000,17.0
26990,269659,2341259,3.0,,9999,1 cup,10205,125.0
26991,269660,2341259,4.0,,9999,Quantity not specified,90000,85.0
26992,269661,2341260,1.0,,9999,1 miniature patty,64716,30.0
26993,269662,2341260,2.0,,9999,1 small patty,62142,65.0
26994,269663,2341260,3.0,,9999,1 medium patty,61375,85.0
26995,269664,2341260,4.0,,9999,1 quarter lb patty,64627,85.0
26996,269665,2341260,5.0,,9999,1 large patty,61042,120.0
26997,269666,2341260,6.0,,9999,"1 patty, NFS",61644,85.0
26998,269667,2341260,7.0,,9999,1 oz yields,40016,20.0
26999,269668,2341260,8.0,,9999,1 cubic inch,51000,17.0
27000,269669,2341260,9.0,,9999,1 cup,10205,125.0
27001,269670,2341260,10.0,,9999,Quantity not specified,90000,85.0
27002,269671,2341261,1.0,,9999,"1 oz, cooked",40040,28.35
27003,269672,2341261,2.0,,9999,"1 oz, raw (yield after cooking)",40054,9.0
27004,269673,2341261,3.0,,9999,"1 slice, cooked (approx .8 oz, raw)",62010,6.5
27005,269674,2341261,4.0,,9999,"1 cup, pieces",10129,84.0
27006,269675,2341261,5.0,,9999,Quantity not specified,90000,13.0
27007,269676,2341261,6.0,,9999,Guideline amount if topping,64545,8.0
27008,269677,2341261,7.0,,9999,Guideline amount on regular sandwich,64546,16.0
27009,269678,2341262,1.0,,9999,"1 oz, cooked",40040,28.35
27010,269679,2341262,2.0,,9999,"1 oz, raw (yield after cooking)",40054,9.0
27011,269680,2341262,3.0,,9999,"1 slice, cooked (approx .8 oz, raw)",62010,6.5
27012,269681,2341262,4.0,,9999,"1 cup, pieces",10129,84.0
27013,269682,2341262,5.0,,9999,Guideline amount if topping,64545,6.0
27014,269683,2341262,6.0,,9999,Guideline amount on regular sandwich,64546,12.0
27015,269684,2341262,7.0,,9999,Quantity not specified,90000,13.0
27016,269685,2341263,1.0,,9999,1 oz,40000,28.35
27017,269686,2341263,2.0,,9999,1 cup,10205,121.0
27018,269687,2341263,3.0,,9999,1 jar (2.5 oz),60887,71.0
27019,269688,2341263,4.0,,9999,1 slice,61935,9.0
27020,269689,2341263,5.0,,9999,Quantity not specified,90000,40.0
27021,269690,2341264,1.0,,9999,"1 oz, cooked",40040,28.35
27022,269691,2341264,2.0,,9999,"1 cup, diced",10066,128.0
27023,269692,2341264,3.0,,9999,"1 oz, yield after cooking",40096,27.0
27024,269693,2341264,6.0,,9999,Quantity not specified,90000,43.0
27025,269694,2341265,1.0,,9999,"1 cup, pieces",10129,90.0
27026,269695,2341265,2.0,,9999,Quantity not specified,90000,30.0
27027,269696,2341265,3.0,,9999,1 Big Jerk,63782,6.7
27028,269697,2341265,4.0,,9999,1 Super Jerk,63783,9.8
27029,269698,2341265,5.0,,9999,1 Giant Jerk,63784,18.0
27030,269699,2341265,6.0,,9999,1 Slim Jim,63785,9.6
27031,269700,2341265,7.0,,9999,1 cubic inch,51000,12.0
27032,269701,2341266,1.0,,9999,1 tablespoon,21000,15.0
27033,269702,2341266,2.0,,9999,1 jar,62733,70.0
27034,269703,2341266,3.0,,9999,Quantity not specified,90000,70.0
27035,269704,2341267,1.0,,9999,"1 slice, any size",64612,30.0
27036,269705,2341267,2.0,,9999,1 oz yields,40016,20.0
27037,269706,2341267,3.0,,9999,1 cubic inch,51000,17.0
27038,269707,2341267,4.0,,9999,1 cup,10205,135.0
27039,269708,2341267,5.0,,9999,Quantity not specified,90000,60.0
27040,269709,2341268,1.0,,9999,1 patty,61633,85.0
27041,269710,2341268,2.0,,9999,1 oz yields,40016,20.0
27042,269711,2341268,3.0,,9999,1 cubic inch,51000,17.0
27043,269712,2341268,4.0,,9999,1 cup,10205,125.0
27044,269713,2341268,5.0,,9999,Quantity not specified,90000,85.0
27045,269714,2341269,1.0,,9999,1 oz yields,40016,20.0
27046,269715,2341269,2.0,,9999,1 cup,10205,135.0
27047,269716,2341269,3.0,,9999,Quantity not specified,90000,135.0
27048,269717,2341270,1.0,,9999,1 cubic inch,51000,20.0
27049,269718,2341270,2.0,,9999,"1 strip (approx 4-1/2"" long)",62257,5.0
27050,269719,2341270,3.0,,9999,"1 cup, pieces",10129,126.0
27051,269720,2341270,4.0,,9999,Quantity not specified,90000,42.0
27052,269721,2341271,1.0,,9999,1 thin,62307,90.0
27053,269722,2341271,2.0,,9999,1 regular,62862,120.0
27054,269723,2341271,3.0,,9999,1 thick,64744,180.0
27055,269724,2341271,4.0,,9999,"1 slice, any size",64612,30.0
27056,269725,2341271,5.0,,9999,1 oz yields,40016,20.0
27057,269726,2341271,6.0,,9999,1 cubic inch,51000,17.0
27058,269727,2341271,7.0,,9999,1 cup,10205,135.0
27059,269728,2341271,8.0,,9999,Quantity not specified,90000,120.0
27060,269729,2341272,1.0,,9999,1 thin,62307,90.0
27061,269730,2341272,2.0,,9999,1 regular,62862,120.0
27062,269731,2341272,3.0,,9999,1 thick,64744,180.0
27063,269732,2341272,4.0,,9999,"1 slice, any size",64612,30.0
27064,269733,2341272,5.0,,9999,1 oz yields,40016,20.0
27065,269734,2341272,6.0,,9999,1 cubic inch,51000,17.0
27066,269735,2341272,7.0,,9999,1 cup,10205,135.0
27067,269736,2341272,8.0,,9999,Quantity not specified,90000,120.0
27068,269737,2341273,1.0,,9999,1 thin,62307,90.0
27069,269738,2341273,2.0,,9999,1 regular,62862,120.0
27070,269739,2341273,3.0,,9999,1 thick,64744,180.0
27071,269740,2341273,4.0,,9999,"1 slice, any size",64612,30.0
27072,269741,2341273,5.0,,9999,1 oz yields,40016,20.0
27073,269742,2341273,6.0,,9999,1 cubic inch,51000,17.0
27074,269743,2341273,7.0,,9999,1 cup,10205,135.0
27075,269744,2341273,8.0,,9999,Quantity not specified,90000,120.0
27076,269745,2341274,1.0,,9999,1 thin,62307,90.0
27077,269746,2341274,2.0,,9999,1 regular,62862,120.0
27078,269747,2341274,3.0,,9999,1 thick,64744,180.0
27079,269748,2341274,4.0,,9999,"1 slice, any size",64612,30.0
27080,269749,2341274,5.0,,9999,1 oz yields,40016,20.0
27081,269750,2341274,6.0,,9999,1 cubic inch,51000,17.0
27082,269751,2341274,7.0,,9999,1 cup,10205,135.0
27083,269752,2341274,8.0,,9999,Quantity not specified,90000,120.0
27084,269753,2341275,1.0,,9999,1 thin,62307,90.0
27085,269754,2341275,2.0,,9999,1 regular,62862,120.0
27086,269755,2341275,3.0,,9999,1 thick,64744,180.0
27087,269756,2341275,4.0,,9999,"1 slice, any size",64612,30.0
27088,269757,2341275,5.0,,9999,1 oz yields,40016,20.0
27089,269758,2341275,6.0,,9999,1 cubic inch,51000,17.0
27090,269759,2341275,7.0,,9999,1 cup,10205,135.0
27091,269760,2341275,8.0,,9999,Quantity not specified,90000,120.0
27092,269761,2341276,1.0,,9999,1 thin,62307,90.0
27093,269762,2341276,2.0,,9999,1 regular,62862,120.0
27094,269763,2341276,3.0,,9999,1 thick,64744,180.0
27095,269764,2341276,4.0,,9999,"1 slice, any size",64612,30.0
27096,269765,2341276,5.0,,9999,1 oz yields,40016,20.0
27097,269766,2341276,6.0,,9999,1 cubic inch,51000,17.0
27098,269767,2341276,7.0,,9999,1 cup,10205,135.0
27099,269768,2341276,8.0,,9999,Quantity not specified,90000,120.0
27100,269769,2341277,1.0,,9999,"1 chop, any size",62632,180.0
27101,269770,2341277,2.0,,9999,1 oz yields,40016,20.0
27102,269771,2341277,3.0,,9999,1 cubic inch,51000,17.0
27103,269772,2341277,4.0,,9999,1 cup,10205,135.0
27104,269773,2341277,5.0,,9999,Quantity not specified,90000,180.0
27105,269774,2341278,1.0,,9999,"1 slice, any size",64612,30.0
27106,269775,2341278,2.0,,9999,"1 steak, any size",64765,120.0
27107,269776,2341278,3.0,,9999,1 oz yields,40016,20.0
27108,269777,2341278,4.0,,9999,1 cubic inch,51000,17.0
27109,269778,2341278,5.0,,9999,1 cup,10205,135.0
27110,269779,2341278,6.0,,9999,Quantity not specified,90000,120.0
27111,269780,2341279,1.0,,9999,"1 slice, any size",64612,30.0
27112,269781,2341279,2.0,,9999,"1 steak, any size",64765,120.0
27113,269782,2341279,3.0,,9999,1 oz yields,40016,20.0
27114,269783,2341279,4.0,,9999,1 cubic inch,51000,17.0
27115,269784,2341279,5.0,,9999,1 cup,10205,135.0
27116,269785,2341279,6.0,,9999,Quantity not specified,90000,120.0
27117,269786,2341280,1.0,,9999,"1 slice, any size",64612,30.0
27118,269787,2341280,2.0,,9999,"1 steak, any size",64765,120.0
27119,269788,2341280,3.0,,9999,1 oz yields,40016,20.0
27120,269789,2341280,4.0,,9999,1 cubic inch,51000,17.0
27121,269790,2341280,5.0,,9999,1 cup,10205,135.0
27122,269791,2341280,6.0,,9999,Quantity not specified,90000,120.0
27123,269792,2341281,1.0,,9999,"1 slice, any size",64612,30.0
27124,269793,2341281,2.0,,9999,"1 steak, any size",64765,120.0
27125,269794,2341281,3.0,,9999,1 oz yields,40016,20.0
27126,269795,2341281,4.0,,9999,1 cubic inch,51000,17.0
27127,269796,2341281,5.0,,9999,1 cup,10205,135.0
27128,269797,2341281,6.0,,9999,Quantity not specified,90000,120.0
27129,269798,2341282,1.0,,9999,"1 slice, any size",64612,30.0
27130,269799,2341282,3.0,,9999,1 oz yields,40016,20.0
27131,269800,2341282,4.0,,9999,1 cubic inch,51000,17.0
27132,269801,2341282,5.0,,9999,1 cup,10205,135.0
27133,269802,2341282,6.0,,9999,Quantity not specified,90000,60.0
27134,269803,2341283,1.0,,9999,1 regular/thin slice,64759,60.0
27135,269804,2341283,2.0,,9999,1 thick slice,62297,90.0
27136,269805,2341283,4.0,,9999,1 oz yields,40016,20.0
27137,269806,2341283,5.0,,9999,1 cubic inch,51000,17.0
27138,269807,2341283,6.0,,9999,1 cup,10205,135.0
27139,269808,2341283,7.0,,9999,Quantity not specified,90000,60.0
27140,269809,2341284,1.0,,9999,1 thin slice,62308,9.2
27141,269810,2341284,2.0,,9999,"1 slice, NFS",62008,9.2
27142,269811,2341284,3.0,,9999,1 cup,10205,56.0
27143,269812,2341284,4.0,,9999,"1 oz, boneless",40017,28.35
27144,269813,2341284,5.0,,9999,1 surface inch,52000,0.35
27145,269814,2341284,6.0,,9999,Quantity not specified,90000,57.0
27146,269815,2341285,1.0,,9999,1 regular/thin slice,64759,60.0
27147,269816,2341285,2.0,,9999,1 thick slice,62297,90.0
27148,269817,2341285,3.0,,9999,1 oz yields,40016,20.0
27149,269818,2341285,4.0,,9999,1 cubic inch,51000,17.0
27150,269819,2341285,5.0,,9999,1 cup,10205,135.0
27151,269820,2341285,6.0,,9999,Quantity not specified,90000,60.0
27152,269821,2341286,1.0,,9999,1 patty,61633,85.0
27153,269822,2341286,2.0,,9999,1 oz yields,40016,20.0
27154,269823,2341286,3.0,,9999,1 cup,10205,125.0
27155,269824,2341286,4.0,,9999,Quantity not specified,90000,85.0
27156,269825,2341287,1.0,,9999,1 regular/thin slice,64759,60.0
27157,269826,2341287,2.0,,9999,1 thick slice,62297,90.0
27158,269827,2341287,3.0,,9999,1 oz yields,40016,20.0
27159,269828,2341287,4.0,,9999,1 cubic inch,51000,17.0
27160,269829,2341287,5.0,,9999,1 cup,10205,135.0
27161,269830,2341287,6.0,,9999,Quantity not specified,90000,60.0
27162,269831,2341288,1.0,,9999,"1 piece (2-1/2"" x 2"" x 1"")",61716,38.0
27163,269832,2341288,2.0,,9999,Quantity not specified,90000,115.0
27164,269833,2341289,1.0,,9999,"1 slice, any size",64612,30.0
27165,269834,2341289,2.0,,9999,Quantity not specified,90000,60.0
27166,269835,2341290,1.0,,9999,1 slice,61935,23.0
27167,269836,2341290,2.0,,9999,"1 oz, raw (yield after cooking)",40054,23.0
27168,269837,2341290,3.0,,9999,"1 oz, cooked",40040,28.35
27169,269838,2341290,4.0,,9999,"1 cubic inch, cooked",51010,18.0
27170,269839,2341290,5.0,,9999,Quantity not specified,90000,46.0
27171,269840,2341291,1.0,,9999,1 thin slice (yield after cooking),62314,5.0
27172,269841,2341291,2.0,,9999,1 medium slice (yield after cooking),61410,8.0
27173,269842,2341291,3.0,,9999,1 thick slice (yield after cooking),62303,12.0
27174,269843,2341291,4.0,,9999,"1 oz, raw (yield after cooking)",40054,8.0
27175,269844,2341291,5.0,,9999,"1 oz, cooked",40040,28.35
27176,269845,2341291,6.0,,9999,"1 cup, pieces",10129,80.0
27177,269846,2341291,7.0,,9999,Quantity not specified,90000,16.0
27178,269847,2341291,8.0,,9999,Guideline amount if topping,64545,8.0
27179,269848,2341291,9.0,,9999,Guideline amount on regular sandwich,64546,16.0
27180,269849,2341292,1.0,,9999,1 thin slice (yield after cooking),62314,5.0
27181,269850,2341292,2.0,,9999,1 medium slice (yield after cooking),61410,8.0
27182,269851,2341292,3.0,,9999,1 thick slice (yield after cooking),62303,12.0
27183,269852,2341292,4.0,,9999,"1 oz, raw (yield after cooking)",40054,8.0
27184,269853,2341292,5.0,,9999,"1 oz, cooked",40040,28.35
27185,269854,2341292,6.0,,9999,"1 cup, pieces",10129,80.0
27186,269855,2341292,7.0,,9999,Guideline amount if topping,64545,8.0
27187,269856,2341292,8.0,,9999,Guideline amount on regular sandwich,64546,16.0
27188,269857,2341292,9.0,,9999,Quantity not specified,90000,16.0
27189,269858,2341293,1.0,,9999,1 thin slice (yield after cooking),62314,5.0
27190,269859,2341293,2.0,,9999,1 medium slice (yield after cooking),61410,8.0
27191,269860,2341293,3.0,,9999,1 thick slice (yield after cooking),62303,12.0
27192,269861,2341293,4.0,,9999,"1 oz, raw (yield after cooking)",40054,8.0
27193,269862,2341293,5.0,,9999,"1 cup, pieces",10129,80.0
27194,269863,2341293,6.0,,9999,Quantity not specified,90000,16.0
27195,269864,2341293,7.0,,9999,Guideline amount if topping,64545,8.0
27196,269865,2341293,8.0,,9999,Guideline amount on regular sandwich,64546,16.0
27197,269866,2341294,1.0,,9999,1 thin slice (yield after cooking),62314,5.0
27198,269867,2341294,2.0,,9999,1 medium slice (yield after cooking),61410,8.0
27199,269868,2341294,3.0,,9999,1 thick slice (yield after cooking),62303,12.0
27200,269869,2341294,4.0,,9999,"1 oz, raw (yield after cooking)",40054,8.0
27201,269870,2341294,5.0,,9999,"1 cup, pieces",10129,80.0
27202,269871,2341294,6.0,,9999,Guideline amount if topping,64545,8.0
27203,269872,2341294,7.0,,9999,Guideline amount on regular sandwich,64546,16.0
27204,269873,2341294,8.0,,9999,Quantity not specified,90000,16.0
27205,269874,2341295,1.0,,9999,1 thin slice (yield after cooking),62314,5.0
27206,269875,2341295,2.0,,9999,1 medium slice (yield after cooking),61410,8.0
27207,269876,2341295,3.0,,9999,1 thick slice (yield after cooking),62303,12.0
27208,269877,2341295,4.0,,9999,"1 oz, raw (yield after cooking)",40054,8.0
27209,269878,2341295,5.0,,9999,"1 oz, cooked",40040,28.35
27210,269879,2341295,6.0,,9999,"1 cup, pieces",10129,80.0
27211,269880,2341295,7.0,,9999,Quantity not specified,90000,16.0
27212,269881,2341295,8.0,,9999,Guideline amount if topping,64545,8.0
27213,269882,2341295,9.0,,9999,Guideline amount on regular sandwich,64546,16.0
27214,269883,2341296,1.0,,9999,1 medium slice (yield after cooking),61410,8.0
27215,269884,2341296,2.0,,9999,"1 oz, raw (yield after cooking)",40054,8.0
27216,269885,2341296,3.0,,9999,Quantity not specified,90000,16.0
27217,269886,2341296,4.0,,9999,Guideline amount if topping,64545,8.0
27218,269887,2341296,5.0,,9999,Guideline amount on regular sandwich,64546,16.0
27219,269888,2341297,1.0,,9999,1 thin slice (yield after cooking),62314,5.0
27220,269889,2341297,2.0,,9999,1 medium slice (yield after cooking),61410,8.0
27221,269890,2341297,3.0,,9999,1 thick slice (yield after cooking),62303,12.0
27222,269891,2341297,4.0,,9999,"1 oz, raw (yield after cooking)",40054,8.0
27223,269892,2341297,5.0,,9999,"1 oz, cooked",40040,28.35
27224,269893,2341297,6.0,,9999,"1 cup, pieces",10129,80.0
27225,269894,2341297,7.0,,9999,Quantity not specified,90000,16.0
27226,269895,2341297,8.0,,9999,Guideline amount if topping,64545,8.0
27227,269896,2341297,9.0,,9999,Guideline amount on regular sandwich,64546,16.0
27228,269897,2341298,1.0,,9999,"1 slice (2-1/4"" x 1-3/4"" x 1/4"")",61949,26.0
27229,269898,2341298,2.0,,9999,"1 slice (4"" x 1-3/4"" x 1/2"")",61978,47.0
27230,269899,2341298,3.0,,9999,"1 oz, raw (yield after cooking)",40054,20.0
27231,269900,2341298,4.0,,9999,"1 cup, cooked",10043,128.0
27232,269901,2341298,5.0,,9999,"1 cubic inch, cooked",51010,15.0
27233,269902,2341298,6.0,,9999,Quantity not specified,90000,16.0
27234,269903,2341299,1.0,,9999,"1 rib (yield after cooking, bone removed)",61817,35.0
27235,269904,2341299,2.0,,9999,1 oz yields,40016,20.0
27236,269905,2341299,3.0,,9999,1 cup,10205,135.0
27237,269906,2341299,4.0,,9999,Quantity not specified,90000,105.0
27238,269907,2341300,1.0,,9999,"1 rib (yield after cooking, bone removed)",61817,35.0
27239,269908,2341300,2.0,,9999,1 oz yields,40016,20.0
27240,269909,2341300,3.0,,9999,1 cup,10205,135.0
27241,269910,2341300,4.0,,9999,Quantity not specified,90000,105.0
27242,269911,2341301,1.0,,9999,1 cup,10205,90.0
27243,269912,2341301,2.0,,9999,Quantity not specified,90000,90.0
27244,269913,2341302,1.0,,9999,1 item,64720,85.0
27245,269914,2341302,2.0,,9999,Quantity not specified,90000,85.0
27246,269915,2341303,1.0,,9999,1 neckbone,61506,45.0
27247,269916,2341303,2.0,,9999,1 cup,10205,55.0
27248,269917,2341303,3.0,,9999,Quantity not specified,90000,45.0
27249,269918,2341304,1.0,,9999,1 item,64720,85.0
27250,269919,2341304,2.0,,9999,1 cup,10205,80.0
27251,269920,2341304,3.0,,9999,Quantity not specified,90000,85.0
27252,269921,2341305,1.0,,9999,1 item,64720,85.0
27253,269922,2341305,2.0,,9999,Quantity not specified,90000,85.0
27254,269923,2341306,1.0,,9999,1 ham hock,60843,85.0
27255,269924,2341306,2.0,,9999,1 cup,10205,140.0
27256,269925,2341306,3.0,,9999,Quantity not specified,90000,85.0
27257,269926,2341307,1.0,,9999,"1 slice, any size",64612,30.0
27258,269927,2341307,2.0,,9999,1 oz yields,40016,20.0
27259,269928,2341307,3.0,,9999,1 cubic inch,51000,17.0
27260,269929,2341307,4.0,,9999,1 cup,10205,135.0
27261,269930,2341307,5.0,,9999,Quantity not specified,90000,60.0
27262,269931,2341308,1.0,,9999,1 rind,64639,1.0
27263,269932,2341308,2.0,,9999,1 small single serving bag,64578,28.0
27264,269933,2341308,3.0,,9999,1 medium single serving bag,64579,57.0
27265,269934,2341308,4.0,,9999,1 large single serving bag,64541,85.0
27266,269935,2341308,5.0,,9999,1 cup,10205,30.0
27267,269936,2341308,9.0,,9999,Quantity not specified,90000,30.0
27268,269937,2341309,1.0,,9999,1 tablespoon,21000,15.0
27269,269938,2341309,2.0,,9999,1 jar,62733,70.0
27270,269939,2341309,3.0,,9999,Quantity not specified,90000,70.0
27271,269940,2341310,1.0,,9999,1 stick,62239,10.0
27272,269941,2341310,2.0,,9999,1 jar,62733,70.0
27273,269942,2341310,3.0,,9999,Quantity not specified,90000,70.0
27274,269943,2341311,1.0,,9999,"1 piece/slice, any size",64747,30.0
27275,269944,2341311,2.0,,9999,1 oz yields,40016,20.0
27276,269945,2341311,3.0,,9999,1 cubic inch,51000,17.0
27277,269946,2341311,4.0,,9999,1 cup,10205,135.0
27278,269947,2341311,5.0,,9999,Quantity not specified,90000,60.0
27279,269948,2341312,1.0,,9999,"1 chop, any size",62632,90.0
27280,269949,2341312,2.0,,9999,1 oz yields,40016,20.0
27281,269950,2341312,3.0,,9999,1 cubic inch,51000,17.0
27282,269951,2341312,4.0,,9999,1 cup,10205,135.0
27283,269952,2341312,5.0,,9999,Quantity not specified,90000,90.0
27284,269953,2341313,1.0,,9999,1 patty,61633,85.0
27285,269954,2341313,2.0,,9999,1 oz yields,40016,20.0
27286,269955,2341313,3.0,,9999,1 cubic inch,51000,17.0
27287,269956,2341313,4.0,,9999,1 cup,10205,125.0
27288,269957,2341313,5.0,,9999,Quantity not specified,90000,85.0
27289,269958,2341314,1.0,,9999,1 cubic inch,51000,17.0
27290,269959,2341314,2.0,,9999,1 cup,10205,135.0
27291,269960,2341314,3.0,,9999,Quantity not specified,90000,85.0
27292,269961,2341315,1.0,,9999,"1 chop, any size",62632,90.0
27293,269962,2341315,2.0,,9999,1 oz yields,40016,20.0
27294,269963,2341315,3.0,,9999,1 cubic inch,51000,17.0
27295,269964,2341315,4.0,,9999,1 cup,10205,135.0
27296,269965,2341315,5.0,,9999,Quantity not specified,90000,90.0
27297,269966,2341316,1.0,,9999,1 patty,61633,85.0
27298,269967,2341316,2.0,,9999,1 oz yields,40016,20.0
27299,269968,2341316,3.0,,9999,1 cubic inch,51000,17.0
27300,269969,2341316,4.0,,9999,1 cup,10205,125.0
27301,269970,2341316,5.0,,9999,Quantity not specified,90000,85.0
27302,269971,2341317,1.0,,9999,1 stick,62239,85.0
27303,269972,2341317,2.0,,9999,Quantity not specified,90000,85.0
27304,269973,2341318,1.0,,9999,1 cup,10205,135.0
27305,269974,2341318,2.0,,9999,Quantity not specified,90000,85.0
27306,269975,2341319,1.0,,9999,1 cup,10205,135.0
27307,269976,2341319,2.0,,9999,Quantity not specified,90000,85.0
27308,269977,2341320,1.0,,9999,1 patty,61633,85.0
27309,269978,2341320,2.0,,9999,"1 steak, any size",64765,85.0
27310,269979,2341320,3.0,,9999,1 cup,10205,135.0
27311,269980,2341320,4.0,,9999,Quantity not specified,90000,85.0
27312,269981,2341321,1.0,,9999,"1 strip or stick (4"" long)",62255,14.0
27313,269982,2341321,2.0,,9999,1 cup,10205,140.0
27314,269983,2341321,3.0,,9999,Quantity not specified,90000,47.0
27315,269984,2341322,1.0,,9999,1 patty,61633,35.0
27316,269985,2341322,2.0,,9999,1 slice,61935,15.0
27317,269986,2341322,3.0,,9999,1 cup,10205,135.0
27318,269987,2341322,4.0,,9999,Quantity not specified,90000,35.0
27319,269988,2341323,1.0,,9999,1 cup,10205,135.0
27320,269989,2341323,2.0,,9999,Quantity not specified,90000,85.0
27321,269990,2341324,1.0,,9999,1 cup,10205,135.0
27322,269991,2341324,2.0,,9999,Quantity not specified,90000,85.0
27323,269992,2341325,1.0,,9999,1 cup,10205,135.0
27324,269993,2341325,2.0,,9999,Quantity not specified,90000,85.0
27325,269994,2341326,1.0,,9999,1 patty,61633,85.0
27326,269995,2341326,2.0,,9999,1 cup,10205,135.0
27327,269996,2341326,3.0,,9999,Quantity not specified,90000,85.0
27328,269997,2341327,1.0,,9999,1 cup,10205,135.0
27329,269998,2341327,2.0,,9999,Quantity not specified,90000,85.0
27330,269999,2341328,1.0,,9999,1 cup,10205,135.0
27331,270000,2341328,2.0,,9999,Quantity not specified,90000,85.0
27332,270001,2341329,1.0,,9999,1 cup,10205,135.0
