id,fdc_id,nutrient_id,amount
1298,170844.0,1292,8.751
1299,170844.0,1293,0.899
1300,329370.0,1003,23.7
1301,329370.0,1004,20.4
1302,329370.0,1005,4.44
1303,329370.0,1008,298.0
1305,329370.0,1051,47.7
1309,171244.0,1079,0.0
1310,329370.0,1087,693.0
1311,329370.0,1089,0.2
1312,329370.0,1090,27.2
1313,329370.0,1091,533.0
1314,329370.0,1092,116.0
1315,329370.0,1093,699.0
1316,329370.0,1095,3.62
1317,329370.0,1098,0.035
1318,329370.0,1103,26.7
1320,329370.0,1106,203.0
1323,329370.0,1109,0.51
1324,171244.0,1114,0.4
1326,171244.0,1122,0.0
1327,171244.0,1123,0.0
1328,171244.0,1162,0.0
1329,329370.0,1165,0.023
1330,329370.0,1166,0.36
1331,329370.0,1167,0.101
1332,329370.0,1175,0.09
1333,329370.0,1177,26.0
1334,329370.0,1178,1.65
1335,329370.0,1180,13.5
1336,329370.0,1185,1.3
1342,329370.0,1253,65.0
1343,329370.0,1258,11.7
1356,329370.0,1272,0.0
1360,329370.0,1278,0.006
1363,329370.0,1292,4.65
1364,329370.0,1293,0.744
1365,171245.0,1003,23.41
1366,171245.0,1004,30.04
1367,171245.0,1005,1.12
1368,171245.0,1008,368.0
1370,171245.0,1051,41.77
1374,171245.0,1079,0.0
1375,171245.0,1087,717.0
1376,171245.0,1089,0.41
1377,171245.0,1090,27.0
1378,171245.0,1091,468.0
1379,171245.0,1092,134.0
1380,171245.0,1093,628.0
1381,171245.0,1095,2.81
1382,171245.0,1098,0.031
1383,171245.0,1103,14.5
1385,171245.0,1106,298.0
1388,171245.0,1109,0.26
1389,171245.0,1114,0.6
1391,171245.0,1122,0.0
1392,171245.0,1123,0.0
1393,171245.0,1162,0.0
1394,171245.0,1165,0.013
1395,171245.0,1166,0.32
1396,171245.0,1167,0.103
1397,171245.0,1175,0.056
1398,171245.0,1177,12.0
1399,171245.0,1178,1.47
1400,171245.0,1180,15.4
1401,171245.0,1185,2.5
1405,171245.0,1242,0.0
1406,171245.0,1246,0.0
1407,171245.0,1253,96.0
1408,171245.0,1258,19.113
1421,171245.0,1272,0.0
1425,171245.0,1278,0.0
1428,171245.0,1292,8.711
1429,171245.0,1293,0.661
1430,325036.0,1003,29.6
1431,325036.0,1004,28.0
1432,325036.0,1005,12.4
1433,325036.0,1008,421.0
1435,325036.0,1051,22.8
1439,171247.0,1079,0.0
1440,325036.0,1087,884.0
1441,325036.0,1089,0.45
1442,325036.0,1090,34.9
1443,325036.0,1091,634.0
1444,325036.0,1092,184.0
1445,325036.0,1093,1750.0
1446,325036.0,1095,4.33
1447,325036.0,1098,0.04
1448,325036.0,1103,35.0
1450,325036.0,1106,228.0
1453,325036.0,1109,0.51
1454,171247.0,1114,0.5
1456,171247.0,1122,0.0
1457,171247.0,1123,0.0
1458,171247.0,1162,0.0
1459,325036.0,1165,0.027
1460,325036.0,1166,0.345
1461,325036.0,1167,0.078
1462,325036.0,1175,0.081
1463,325036.0,1177,6.0
1464,325036.0,1178,1.35
1465,325036.0,1180,14.1
1466,325036.0,1185,1.7
1472,325036.0,1253,87.0
1473,325036.0,1258,15.5
1486,325036.0,1272,0.0
1490,325036.0,1278,0.008
1493,325036.0,1292,6.4
1494,325036.0,1293,1.2
1495,170850.0,1003,25.58
1496,170850.0,1004,26.62
1497,170850.0,1005,2.14
1498,170850.0,1008,351.0
1500,170850.0,1051,40.95
1504,170850.0,1079,0.0
1505,170850.0,1087,756.0
1506,170850.0,1089,0.52
1507,170850.0,1090,28.0
1508,170850.0,1091,496.0
1509,170850.0,1092,138.0
1510,170850.0,1093,727.0
1511,170850.0,1095,3.23
1512,170850.0,1098,0.026
1513,170850.0,1103,14.5
1515,170850.0,1106,236.0
1518,170850.0,1109,0.23
1519,170850.0,1114,0.5
1521,170850.0,1122,0.0
1522,170850.0,1123,0.0
1523,170850.0,1162,0.0
1524,170850.0,1165,0.019
1525,170850.0,1166,0.321
1526,170850.0,1167,0.156
1527,170850.0,1175,0.073
1528,170850.0,1177,10.0
1529,170850.0,1178,1.46
1530,170850.0,1180,15.4
1531,170850.0,1185,2.2
1535,170850.0,1242,0.0
1536,170850.0,1246,0.0
1537,170850.0,1253,69.0
1538,170850.0,1258,17.078
1551,170850.0,1272,0.0
1555,170850.0,1278,0.0
1558,170850.0,1292,7.393
1559,170850.0,1293,0.769
1560,323444.0,1003,7.81
1561,323444.0,1004,11.0
1562,323444.0,1005,6.86
1563,323444.0,1008,157.0
1565,323444.0,1051,72.9
1569,170851.0,1079,0.0
1570,323444.0,1087,224.0
1571,323444.0,1089,0.1
1572,323444.0,1090,19.7
1573,323444.0,1091,162.0
1574,323444.0,1092,230.0
1575,323444.0,1093,105.0
1576,323444.0,1095,0.56
1577,323444.0,1098,0.0
1578,323444.0,1103,5.5
1580,323444.0,1106,127.0
1583,323444.0,1109,0.27
1584,170851.0,1114,0.2
1586,170851.0,1122,0.0
1587,170851.0,1123,0.0
1588,170851.0,1162,0.0
1589,323444.0,1165,0.043
1590,323444.0,1166,0.327
1591,323444.0,1167,0.168
1592,323444.0,1175,0.099
1593,323444.0,1177,4.0
1594,323444.0,1178,0.78
1595,170851.0,1180,17.5
1596,323444.0,1185,0.6
1602,323444.0,1253,48.0
1603,323444.0,1258,6.97
1616,323444.0,1272,0.0
1620,323444.0,1278,0.005
1623,323444.0,1292,2.56
1624,323444.0,1293,0.389
1625,171248.0,1003,11.39
1626,171248.0,1004,7.91
1627,171248.0,1005,5.14
1628,171248.0,1008,138.0
1630,171248.0,1051,74.41
1634,171248.0,1079,0.0
1635,171248.0,1087,272.0
1636,171248.0,1089,0.44
1637,171248.0,1090,15.0
1638,171248.0,1091,183.0
1639,171248.0,1092,125.0
1640,171248.0,1093,99.0
1641,171248.0,1095,1.34
1642,171248.0,1098,0.034
1643,171248.0,1103,16.7
1645,171248.0,1106,107.0
1648,171248.0,1109,0.07
1649,171248.0,1114,0.1
1651,171248.0,1122,0.0
1652,171248.0,1123,0.0
1653,171248.0,1162,0.0
1654,171248.0,1165,0.021
1655,171248.0,1166,0.185
1656,171248.0,1167,0.078
